 	Lysis Plate Batch	dNTP.batch	oligodT.order.no	plate.type	preparation.site	date.prepared	date.sorted	tissue	subtissue	mouse.id	FACS.selection	nozzle.size	FACS.instument	Experiment ID 	Columns sorted	Double check	Plate	Location 	Comments
MAA001068	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Bladder		4_21_M_P6							2	MACA22_5	
MAA001069	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Bladder		4_20_M_P5	Multiple	100	Sony, Beckman	exp14			2	MACA12_12	
MAA001070	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Spleen	NA	4_20_M_P5	Multiple	100	Sony, Beckman	exp14			1	MACA13_3	
MAA001071	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Skin	NA	4_20_M_P5	Multiple	100	Sony SIM1	exp14			3	MACA13_3	
MAA001072	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Skin	NA	4_21_M_P5	Multiple	100	Sony SIM1	exp14			1	MACA21_14	
MAA001073	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Colon	Proximal	4_20_M_P5		100	Clark	exp14			1	MACA8_11	
MAA001074	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017												MACA21_12	
MAA001075	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Kidney	NA	4_21_M_P5	PI - 		Sony, Beckman 	exp14			2	MACA21_13	
MAA001076	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017													
MAA001077	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Fat	SCAT	19_19_M_P4	Multiple	100	Sony SIM1	exp13			2	MACA22_9	
MAA001078	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Skin	NA	19_19_M_P4	Multiple	100	Sony SIM1	exp13			1	MACA22_9	
MAA001079	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Skin	NA	19_19_M_P4	Multiple	100	Sony SIM1	exp13			2	MACA22_4	
MAA001080	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Skin	NA	19_19_M_P4	Multiple	100	Sony SIM1	exp13			3	MACA22_1	
MAA001081	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Fat	BAT	19_19_M_P4	Multiple	100	Sony SIM1	exp13			1	MACA22_4	
MAA001082	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Fat	SCAT	4_20_M_P5	Multiple	100	Sony SIM1	exp14			1	MACA13_3	
MAA001083	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Fat	BAT	4_20_M_P5	Multiple	100	Sony SIM1	exp14			2	MACA12_13	
MAA001084	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Skin	Anagen	4_21_M_P5	Multiple	100	Sony SIM1	exp14			1	MACA22_1	
MAA001085	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Fat	BAT	4_21_M_P5	Multiple	100	Sony SIM1	exp14			1	MACA22_6	
MAA001086	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Hippocampus	4_21_M_P5	Neurons	130	Sony SIM1	exp14			1	MACA22_5	
MAA001087	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Hippocampus	4_20_M_P5	Neurons	130	Sony SIM1	exp14			2	MACA12_14	
MAA001088	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Hippocampus	4_20_M_P5	Neurons	130	Sony SIM1	exp14			1	MACA13_3	
MAA001089	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Striatum	4_21_M_P5	Microglia	100	Sony SIM1	exp14			1	MACA12_12	
MAA001090	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Fat	SCAT	4_21_M_P5	Multiple	100	Sony SIM1	exp14			1	MACA22_1	
MAA001091	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Fat	SCAT	4_20_M_P5	Multiple	100	Sony SIM1	exp14			2	MACA12_13	
MAA001092	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Fat	SCAT	4_21_M_P5	Multiple	100	Sony SIM1	exp14			2	MACA22_5	
MAA001093	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Fat	MAT	4_20_M_P5	Multiple	100	Sony SIM1	exp14			1	MACA12_13	
MAA001094	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Striatum	4_20_M_P5	Neurons	130	Sony SIM1	exp14			2	MACA12_12	
MAA001095	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Cerebellum	4_21_M_P5	Microglia	100	Sony SIM1	exp14			1	MACA22_2	
MAA001096	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Hippocampus	4_20_M_P5	Microglia	100	Sony SIM1	exp14			1	MACA12_14	
MAA001097	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Cerebellum	4_20_M_P5	Microglia	100	Sony SIM1	exp14			1	MACA12_12	
MAA001098	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Cerebellum	4_21_M_P5	Neurons	130	Sony SIM1	exp14			2	MACA21_14	
MAA001099	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Cerebellum	4_21_M_P5	Neurons	130	Sony SIM1	exp14			1	MACA21_14	
MAA001100	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Cortex	4_21_M_P5	Microglia	100	Sony SIM1	exp14			1	MACA21_14	
MAA001101	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Striatum	4_21_M_P5	Neurons	130	Sony SIM1	exp14			2	MACA22_5	
MAA001102	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Fat	GAT	4_20_M_P5	Multiple	100	Sony SIM1	exp14			2	MACA12_13	
MAA001103	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Fat	MAT	4_21_M_P5	Multiple	100	Sony SIM1	exp14			1	MACA21_12	
MAA001104	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Fat	GAT	4_20_M_P5	Multiple	100	Sony SIM1	exp14			1	MACA12_12	
MAA001105	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Fat	BAT	4_21_M_P5	Multiple	100	Sony SIM1	exp14			2	MACA22_4	
MAA001106	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Fat	MAT	4_20_M_P5	Multiple	100	Sony SIM1	exp14			2	MACA12_13	
MAA001107	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Fat	GAT	4_21_M_P5	Multiple	100	Sony SIM1	exp14			1	MACA22_6	
MAA001108	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Fat	GAT	4_21_M_P5	Multiple	100	Sony SIM1	exp14			2	MACA22_5	
MAA001109	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Fat	MAT	4_21_M_P5	Multiple	100	Sony SIM1	exp14			2	MACA12_13	
MAA001110	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Fat	BAT	4_18_M_P4	Multiple	100	Sony SIM1	exp13			1	MACA22_12	
MAA001111	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Skin	NA	4_18_M_P4	Multiple	100	Sony SIM1	exp13			2	MACA22_13	
MAA001112	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Skin	NA	4_18_M_P4	Multiple	100	Sony SIM1	exp13			3	MACA22_14	
MAA001113	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Fat	BAT	4_18_M_P4	Multiple	100	Sony SIM1	exp13			2	MACA22_11	
MAA001114	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Tongue		19_22_M_P6	Multiple	100	Sony, Beckman	exp15			1	MACA5_2	
MAA001115	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Tongue		19_22_M_P6	Multiple	100	Sony, Beckman	exp15			2	MACA5_2	
MAA001116	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Tongue		19_23_M_P6	Multiple	100	Sony, Beckman	exp15			1	MACA5_3	
MAA001117	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Tongue		19_23_M_P6	Multiple	100	Sony, Beckman	exp15			2	MACA5_6	
MAA001118	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Cerebellum	4_20_M_P5		130	Sony SIM1	exp14			2	MACA13_2	
MAA001119	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Cortex	4_21_M_P5		130	Sony SIM1	exp14			2	MACA22_5	
MAA001120	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Cortex	4_21_M_P5		130	Sony SIM1	exp14			1	MACA22_3	
MAA001121	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Cerebellum	4_20_M_P5		130	Sony SIM1	exp14			1	MACA13_2	
MAA001122	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Cortex	4_20_M_P5	Microglia	100	Sony SIM1	exp14			1	MACA12_13	
MAA001123	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Hippocampus	4_21_M_P5	Microglia	100	Sony SIM1	exp14			1	MACA22_5	
MAA001124	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Striatum	4_20_M_P5	Neurons	130	Sony SIM1	exp14			1	MACA12_14	
MAA001125	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Tongue		4_20_M_P5	Multiple	100	Sony, Beckman	exp14			1	MACA13_3	
MAA001126	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Tongue		4_21_M_P5	Multiple	100	Sony, Beckman	exp14			1	MACA22_6	
MAA001127	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Fat	BAT	4_20_M_P5	Multiple	100	Sony SIM1	exp14			1	MACA12_12	
MAA001128	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Skin	NA	4_21_M_P5	Multiple	100	Sony SIM1	exp14			2	MACA22_2	
MAA001129	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Tongue		4_21_M_P5	Multiple	100	Sony, Beckman	exp14			2	MACA21_13	
MAA001130	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Tongue		4_20_M_P5	Multiple	100	Sony, Beckman	exp14			2	MACA12_12	
MAA001131	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Brain	Striatum	19_19_M_P4		130	Sony SIM1	exp13			2	MACA22_2	
MAA001132	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Skin	NA	4_21_M_P5	Multiple	100	Sony SIM1	exp14			3	MACA21_14	
MAA001133	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Heart	RA	4_21_M_P5	Viable	130	SIM1	exp14				MACA21_14	
MAA001134	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Trachea		4_21_M_P5		100	Clark	exp14			1	MACA5_6	
MAA001135	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Fat	SCAT	4_18_M_P4	Multiple	100	Sony SIM1	exp13			2	MACA22_11	
MAA001136	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Fat	BAT	19_19_M_P4	Multiple	100	Sony SIM1	exp13			2	MACA22_3	
MAA001137	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Kidney	NA	4_20_M_P5	PI - 		Sony, Beckman 	exp14			2	MACA12_13	
MAA001138	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Skin	NA	4_20_M_P5	Multiple	100	Sony SIM1	exp14			1	MACA13_3	
MAA001139	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Heart	LA	4_21_M_P5	Viable	130	SIM1	exp14				MACA21_13	
MAA001140	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Skin	NA	4_20_M_P5	Multiple	100	Sony SIM1	exp14			2	MACA13_3	
MAA001141	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Heart	RA	4_20_M_P5	Viable	130	SIM1	exp14				MACA12_12	
MAA001142	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Heart	LA	4_20_M_P5	Viable	130	SIM1	exp14				MACA12_14	
MAA001143	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Brain	Striatum	19_19_M_P4		130	Sony SIM1	exp13			1	MACA21_12	
MAA001144	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Lung	Endomucin	4_20_M_P5	Multiple	100	Clark	exp14			1		done with RT/prePCR
MAA001145	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Fat	SCAT	4_18_M_P4	Multiple	100	Sony SIM1	exp13			1	MACA22_2	
MAA001146	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Trachea		4_20_M_P5		100	Clark	exp14			1	MACA8_11	
MAA001147	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Kidney	NA	4_21_M_P5	PI - 		Sony, Beckman 	exp14			1	MACA22_3	
MAA001148	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Kidney	NA	4_20_M_P5	PI - 		Sony, Beckman 	exp14			1	MACA12_12	
MAA001149	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Fat	SCAT	19_19_M_P4	Multiple	100	Sony SIM1	exp13			1	MACA22_2	
MAA001150	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Striatum	4_21_M_P5	Neurons	130	Sony SIM1	exp14			1	MACA22_1	
MAA001151	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Liver	Other cells	4_21_M_P5	Viable	130	Sony SIM1	exp14			1	MACA22_2	
MAA001152	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Liver	Other cells	4_21_M_P5	Viable	130	Sony SIM1	exp14			2	MACA21_13	
MAA001153	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Bladder		19_23_M_P6	Multiple	100	Sony, Beckman	exp15			1	MACA5_6	
MAA001154	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Bladder		19_23_M_P6	Multiple	100	Sony, Beckman	exp15			2	MACA5_5	
MAA001155	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Spleen	NA	19_19_M_P4	PI - 		Sony, Beckman	exp13			1	MACA22_4	
MAA001156	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Spleen	NA	19_19_M_P4	PI - 		Sony, Beckman	exp13			2	MACA22_2	
MAA001157	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Liver	Other cells	4_20_M_P5	Viable	130	Sony SIM1	exp14			1	MACA12_14	
MAA001158	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Liver	Other cells	4_20_M_P5	Viable	130	Sony SIM1	exp14			2	MACA12_13	
MAA001159	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Bladder		4_18_M_P4	Multiple		Sony, Beckman	exp13			1	MACA22_14	
MAA001160	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Bladder		4_18_M_P4	Multiple		Sony, Beckman	exp13			2	MACA22_14	
MAA001161	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Cortex	4_20_M_P5		130	Sony SIM1	exp14			1	MACA12_14	
MAA001162	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Cortex	4_20_M_P5		130	Sony SIM1	exp14			2	MACA12_12	
MAA001163	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Striatum	4_20_M_P5	Microglia	100	Sony SIM1	exp14			1	MACA12_14	
MAA001164	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Brain	Hippocampus	4_21_M_P5	Neurons	130	Sony SIM1	exp14			2	MACA12_12	
MAA001165	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Tongue		19_19_M_P4	Multiple		Sony, Beckman	exp13			2	MACA22_3	
MAA001166	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Colon	Distal	4_21_M_P5		100	Clark	exp14			1	MACA5_6	
MAA001167	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Colon	Distal	4_20_M_P5		100	Clark	exp14			2	MACA8_11	
MAA001168	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Colon	Distal	4_21_M_P5		100	Clark	exp14			2	MACA5_6	
MAA001169	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Bladder		19_22_M_P6	Multiple	100	Sony, Beckman	exp15			1	x	
MAA001170	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Bladder		19_22_M_P6	Multiple	100	Sony, Beckman	exp15			2	MACA5_1	
MAA001171	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Marrow	Granulocytes	4_20_M_P5		100	Clark	exp14			1	MACA8_11	
MAA001172	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Marrow	B cells	4_21_M_P5		100	Clark	exp14			1	MACA5_6	
MAA001173	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Marrow	Granulocytes	19_22_M_P6		100	Clark	exp15			1	MACA7_11	
MAA001174	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170629	Marrow	KLS	19_29_M_P9		100	Clark	exp18			1	MACA6_12	
MAA001175	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Thymus	Flowthrough	19_19_M_P4	Multiple	100	Sony SIM1	exp13			1	MACA21_13	
MAA001176	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Thymus	Flowthrough	19_19_M_P4	Multiple	100	Sony SIM1	exp13			2	MACA21_13	
MAA001177	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Marrow	Granulocytes	4_21_M_P5		100	Clark	exp14			1	MACA7_12	
MAA001178	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Lung	EPCAM	19_23_M_P6		100	Clark	exp15			1	MACA5_7	
MAA001179	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Marrow	KLS	4_20_M_P5		100	Clark	exp14			1	MACA8_11	
MAA001180	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Lung	EPCAM	4_20_M_P5		100	Clark	exp14			1		done with RT/prePCR
MAA001181	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Lung	Endomucin	4_21_M_P5		100	Clark	exp14			1	MACA9_7	
MAA001182	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Lung	EPCAM	19_22_M_P6		100	Clark	exp15			2	MACA7_11	
MAA001183	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Colon	Distal	19_22_M_P6		100	Clark	exp15			2	MACA7_11	
MAA001184	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Lung	Endomucin	19_23_M_P6		100	Clark	exp15			1	MACA5_7	
MAA001185	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Heart	Aorta	4_20_M_P5	Multiple	130	Sony SIM1	exp14			1	MACA12_14	
MAA001186	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Pancreas	Exocrine	19_23_M_P6		100	Clark	exp15			1	MACA5_7	
MAA001187	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Thymus	Flowthrough	4_20_M_P5	Multiple	100	Sony SIM1	exp14			1	MACA12_14	
MAA001188	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Lung	Endomucin	19_22_M_P6		100	Clark	exp15			1	MACA7_11	
MAA001189	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Tongue		19_19_M_P4	Multiple		Sony, Beckman	exp13			1	MACA21_12	
MAA001190	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Colon	Distal	19_22_M_P6		100	Clark	exp15			1	MACA7_11	
MAA001191	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Heart	Aorta	4_21_M_P5	Multiple	130	Sony SIM1	exp14			1	MACA21_14	
MAA001192	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Lung	EPCAM	19_22_M_P6		100	Clark	exp15			1	MACA7_11	
MAA001193	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Thymus	Flowthrough	4_20_M_P5	Multiple	100	Sony SIM1	exp14			2	MACA12_14	
MAA001194	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Pancreas	Exocrine	19_22_M_P6		100	Clark	exp15			4	MACA7_12	
MAA001195	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Lung	EPCAM	4_21_M_P5	Multiple	100	Clark	exp14			1		done with RT/prePCR
MAA001196	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Bladder		19_19_M_P4	Multiple		Sony, Beckman	exp13			2	MACA21_12	
MAA001197	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Tongue		4_18_M_P4	Multiple		Sony, Beckman	exp13			1	MACA23_6	
MAA001198	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Tongue		4_18_M_P4	Multiple		Sony, Beckman	exp13			2	MACA22_14	
MAA001199	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Kidney	NA	19_22_M_P6	PI - 	100	Sony, Beckman	exp15			2	MACA5_1	
MAA001200	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Kidney	NA	19_22_M_P6	PI - 	100	Sony, Beckman	exp15			1	MACA5_4	
MAA001201	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Kidney	NA	19_23_M_P6	PI - 	100	Sony, Beckman	exp15			1	MACA5_4	
MAA001202	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Kidney	NA	19_23_M_P6	PI - 	100	Sony, Beckman	exp15			2	MACA5_4	
MAA001203	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Thymus	Epithelium	4_20_M_P5	Multiple	100	Sony SIM1	exp14			1	MACA12_12	
MAA001204	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Thymus	Flowthrough	4_21_M_P5	Multiple	100	Sony SIM1	exp14			1	MACA21_13	
MAA001205 (duplicate in Biohub_95)	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Thymus	Epithelium	4_21_M_P5	Multiple	100	Sony SIM1	exp14			1	MACA22_12	
MAA001206	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Thymus	Flowthrough	4_21_M_P5	Multiple	100	Sony SIM1	exp14			2	MACA22_2	
MAA001207	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Heart	LV	4_21_M_P5	Viable	130	SIM1	exp14				MACA21_13	
MAA001208	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Heart	RV	4_20_M_P5	Viable	130	SIM1	exp14				MACA13_1	
MAA001209	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Heart	RV	4_21_M_P5	Viable	130	SIM1	exp14				MACA21_13	
MAA001210	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170623	Heart	LV	4_20_M_P5	Viable	130	SIM1	exp14				MACA12_14	
MAA001211	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Spleen	NA	19_23_M_P6	PI - 	100	Sony, Beckman	exp15			1	MACA5_4	
MAA001212	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Spleen	NA	19_22_M_P6	PI - 	100	Sony, Beckman	exp15			1	MACA5_2	
MAA001213	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Spleen	NA	19_23_M_P6	PI - 	100	Sony, Beckman	exp15			2	MACA5_4	
MAA001214	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170626	Spleen	NA	19_22_M_P6	PI - 	100	Sony, Beckman	exp15			2	MACA5_2	
MAA001215	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Heart	RV	4_18_M_P4	Viable	130	Sony SIM1	exp13				MACA23_6	
MAA001216	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Heart	LV	4_18_M_P4	Viable	130	Sony SIM1	exp13			2	MACA22_11	
MAA001217	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Brain	Hippocampus	19_19_M_P4	Neurons	130	Sony SIM1	exp13			2	MACA22_4	
MAA001218	00010	00505171	5/23/17 FZ	Biorad HSP3801	Biohub	6/20/2017	170622	Heart	RV	19_19_M_P4	Viable	130	Sony SIM1	exp13				MACA21_13	
